"","Legal.Name","Center.Name","Building","Street","Borough","ZipCode","Phone","Age.Range","Program.Type","Child.Care.Type","Violation.Rate.Percent","Average.Violation.Rate.Percent","lessThanAve","noViolation","longitude","latitude"
"101","ALPHA-FUNDAMENTAL PRE-SCHOOL INC","ALPHAFUNDAMENTAL PRESCHOOL.INC.","218-30","HEMPSTEAD AVENUE","QUEENS",11429,"718-740-1010","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",57.1429,33.2035,0,0,-73.737013878388,40.713509307702
"102","ALPHABET AC INC.","ALPHABET AC INC.","65","FOSTER  ROAD","STATEN ISLAND",10309,"718-701-1720","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",12.5,33.2035,1,0,-74.2019762077556,40.52865438604
"103","ALPHAWIT LLC","BRIGHT MINDS CENTER","90","MAIDEN LANE","MANHATTAN",10038,"212-379-6640","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",66.6667,33.2035,0,0,-74.0072782595734,40.7069973594143
"104","ALTSCHOOL II LLC","ALTSCHOOL PRESCHOOL","212","HICKS STREET","BROOKLYN",11201,"516-815-0175","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-73.9961190128316,40.69490891176
"105","ALWAYZ 1.2.3. EARLY LEARNING CENTER, INC.","ALWAYZ 1.2.3. EARLY LEARNING CENTER, INC.","80","BAY STREET","STATEN ISLAND",10301,"718-815-4701","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",28.5714,30.9077,1,0,-74.0759438422685,40.639926618902
"106","AMALGAMATED HOUSING CORPORATION","AMALGAMATED NURSERY SCHOOL","130","GALE PLACE","BRONX",10463,"718-543-8688","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.8930807508499,40.8851921176166
"107","AMALGAMATED NURSERY SCHOOL","AMALGAMATED NURSERY SCHOOL","3980","ORLOFF AVENUE","BRONX",10463,"718-543-8688","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",42.8571,33.2035,0,0,-73.8930807508499,40.8851921176166
"108","AMAZING CHILD CARE INC.","AMAZING MAGIC BEANS","43-12","46TH ST.","QUEENS",11104,"718-786-8091","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",60,33.2035,0,0,-73.918833867275,40.744549926473
"109","AMY'S KIDDIE DAY CARE CENTER LLC","AMY'S ACADEMY","102","FENIMORE STREET","BROOKLYN",11225,"718-462-3200","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.9587514869637,40.658052557033
"110","ANGEL EARLY CHILDHOOD DEVELOPMENT CENTER, INC.","ANGEL EARLY CHILDHOOD DEVELOPEMNT CENTER INC.","1436","67TH STREET","BROOKLYN",11219,"718-259-0888","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.9997457648741,40.622673843354
"111","ANGEL STAR DAY CARE CENTER, INC.","ANGEL STAR DAY CARE CENTER","6803","20 AVENUE","BROOKLYN",11204,"718-331-7282","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",14.2857,33.2035,1,0,-73.9874914733841,40.614517656024
"112","Aozora Gakuen LLC","BROOKLYN AOZORA GAKUEN","535","CLINTON AVENUE","BROOKLYN",11238,"347-721-3521","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",20,33.2035,1,0,-73.9661216676117,40.682368670779
"113","APPLETREE DAY CARE CENTER, INC.","APPLETREE TODDLER CENTER","73-20","BELL BLVD.","QUEENS",11364,"718-264-1588","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",44.4444,30.9077,0,0,-73.7580080051072,40.739747716331
"114","ARC HOLDING AND REALTY CORP.","REGENT SCHOOL","719","EAST 216 STREET","BRONX",10467,"718-653-2900","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.863133114496,40.88135475898
"115","ARCHDIOCESE OF BROOKLYN","OUR LADY OF PEPTUAL HELP PRESCHOOL","111-10","115 STREET","QUEENS",11420,"718-843-4184","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-73.8249259472843,40.6792945912418
"116","ARCHDIOCESE OF NEW YORK HOLY ROSARY SCHOOL","HOLY ROSARY SCHOOL","1500","ARNOW AVENUE","BRONX",10469,"718-652-1838","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.8417875605761,40.8674316910265
"117","ARCHDIOCESE OF NEW YORK- TRANSFIGURATION SCHOOL","TRANSFIGURATION  KINDERGARTEN","10","CONFUCIUS PLAZA","MANHATTAN",10002,"212-431-8769","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-73.9962281870166,40.714860363942
"118","ARCHDIOCESE OF NEW YORK-ACADEMY OF ST. JOSEPH","ACADEMY OF ST. JOSEPH PRESCHOOL","111","WASHINGTON PLACE","MANHATTAN",10014,"212-243-5420","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-74.0008082800524,40.7327719346531
"119","ARCHDIOCESE OF NEW YORK-CONVENT OF THE SACRED HEART SCHOOL","CONVENT OF THE SACRED HEART PRESCHOOL","1","EAST 91 STREET","MANHATTAN",10128,"212-722-4745","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.9577078402054,40.784965818118
"120","ARCHDIOCESE OF NEW YORK-IMMACULATE CONCEPTION","IMMACULATE CONCEPTION 151ST PRESCHOOL","378","EAST 151 STREET","BRONX",10455,"718-585-4843","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.9177915255072,40.817605533995
"121","ARCHDIOCESE OF NEW YORK-IMMACULATE CONCEPTION SCHOOL","IMMACULATE CONCEPTION PRESCHOOL","419","EAST 13 STREET","MANHATTAN",10009,"212-475-2590","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",66.6667,41.6124,0,0,-73.9822626848627,40.730582057099
"122","ARCHDIOCESE OF NEW YORK-OUR LADY OF POMPEII","OUR LADY OF POMPEII PRESCHOOL","240","BLEECKER STREET","MANHATTAN",10014,"212-242-4147","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-74.0028106030083,40.730714376844
"123","ARCHDIOCESE OF NEW YORK-SACRED HEART 168TH ST. ELEMENTARY SCHOOL","SACRED HEART SCHOOL","95","WEST 168TH STREET","BRONX",10452,"718-293-4288","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",100,41.6124,0,0,-73.924210254745,40.83847899418
"124","ARCHDIOCESE OF NEW YORK-ST. ATHANASIUS","ST ATHANASIUS PRESCHOOL","830","SOUTHERN BLVD.","BRONX",10459,"718-542-5161","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",66.6667,41.6124,0,0,-73.8948254844829,40.817319816495
"125","ARCHDIOCESE OF NEW YORK-ST. CLARE SCHOOL","ST. CLARE SCHOOL","151","LINDENWOOD ROAD","STATEN ISLAND",10308,"718-984-7091","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-74.1502778388561,40.546717608447
"126","ARCHDIOCESE OF NEW YORK-ST. JOSEPH SCHOOL YORKVILLE","ST. JOSEPH PRESCHOOL","420","EAST 87 STREET","MANHATTAN",10128,"212-289-3057","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",66.6667,41.6124,0,0,-74.0700719673678,40.5990986379787
"127","ARCHDIOCESE OF NEW YORK-VILLA MARIA ACADEMY","VILLA MARIA ACADEMY","3335","COUNTRY CLUB ROAD","BRONX",10465,"718-824-3260","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-73.8172153930079,40.841920492557
"128","ARISTA PREPARATORY, INC","Arista Preparatory School","221","KINGSTON AVENUE","BROOKLYN",11213,"718-756-5550","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-73.9414630919325,40.6725770857313
"129","ASCENSION SCHOOL","ASCENSION SCHOOL","220","WEST 108 STREET","MANHATTAN",10025,"212-222-5161","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",66.6667,41.6124,0,0,-73.9658406994925,40.802102617477
"130","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9445587605275,40.688213446029
"131","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9442042857515,40.6881704066558
"132","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-74.0148558267394,40.675485136655
"133","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9865348853008,40.578404030582
"134","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9520627353123,40.705409542435
"135","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9528873837361,40.69453812048
"136","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9473987790484,40.583543100047
"137","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9160443587805,40.646428331273
"138","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-74.0294596962473,40.618423826052
"139","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.932785165991,0.72484829592465
"140","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9577268462478,40.6792162800106
"141","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9788159730161,40.6361263649727
"142","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9058201880522,40.681417495041
"143","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.8880565800835,40.665361954628
"144","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9493483743051,40.715844739587
"145","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9495387132491,40.715826927331
"146","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.870544571997,40.666165811057
"147","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9817884838248,40.681034091568
"148","ASPIRING MINDS DC LLC","ASPIRING MINDS DC LLC","116","DOOLEY STREET","BROOKLYN",11235,"917-574-3238","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9193951296268,40.683913375478
"149","ASSOCIATED BETH RIVKAH SCHOOL","SCHOOL BASED CHILD CARE","310","CROWN STREET","BROOKLYN",11225,"718-735-0400","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",66.6667,41.6124,0,0,-73.9496813558091,40.666031440459
"150","ASSOCIATED BETH RIVKAH SCHOOLS","ASSOCIATED BETH RIVKAH SCHOOLS","470","LEFFERTS AVENUE","BROOKLYN",11225,"718-735-0400","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-73.9458030882692,40.662485103705
"151","Associated Beth Rivkah Schools for Girls, Inc.","Associated Beth Rivkah Schools for Girls, Inc.","470","LEFFERTS AVENUE","BROOKLYN",11225,"718-735-0770","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.9458030882692,40.662485103705
"152","ASSOCIATION FOR THE ADVANCEMENT OF BLIND AND RETARDED, INC.","NEW YORK CHILD LEARNING INSTITUTE","14-02","124 STREET","QUEENS",11356,"718-445-0752","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.8440374532833,40.785224383432
"153","ASSOCIATION FOR THE HELP OF RETARDED CHILDREN, INC.","AHRC FRANCIS OF PAOLA EARLY LEARNING CENTER","195-201","CONSELYEA STREET","BROOKLYN",11211,"718-782-1462","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",20,33.2035,1,0,-73.9430077454098,40.715648269102
"154","ASSOCIATION TO BENEFIT CHILDREN","ASSOCIATION TO BENEFIT CHILDREN","316","EAST 88 STREET","MANHATTAN",10128,"212-534-3656","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",14.2857,33.2035,1,0,-73.9377427971096,40.805795922523
"155","ASTOR SERVICES FOR CHILDREN AND FAMILIES","ASTOR SERVICES FOR CHILDREN AND FAMILIES / LAWRENCE F. HICKEY CENTER","4010","DYRE AVENUE","BRONX",10466,"718-515-3000","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.8306294455835,40.891037587235
"156","Athena Scholars Inc.","Athena Scholars Inc.","815","54TH ST","BROOKLYN",11220,"718-872-7108","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-74.0056124289054,40.638758956742
"157","AUNTY JEANS PLACE, INC","AUNTY JEANS PLACE, INC","118-17","GUY R BREWER BOULEVARD","QUEENS",11434,"718-525-9620","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",20,33.2035,1,0,-73.7819718649261,40.683303206925
"158","AUXILLARY ENTERPRISE BOARD OF NYC COLLEGE OF TECHNOLOGY,INC.","AUXILIARY ENTERPRISE BOARD OF NEW YORK CITY COLLEGE OF TECHNOLOGY, INC.","300","JAY STREET","BROOKLYN",11201,"718-260-5192","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",20,33.2035,1,0,-73.9881564845334,40.6950738072878
"159","AVA'S LITTLE ACHIEVERS, INC.","AVA'S LITTLE ACHIEVERS, INC.","1743","LINDEN BLVD.","BROOKLYN",11207,"347-318-3623","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",25,33.2035,1,0,-73.8981955960718,40.657721850235
"160","AVENUES NEW YORK LLC","AVENUES NEW YORK LLC","259","TENTH AVENUE","MANHATTAN",10001,"646-664-0822","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",25,30.9077,1,0,-74.0033361286329,40.749116554521
"161","B.E.C.E.C. INC.","BAMBI EARLY CHILDHOOD EDUCATIONAL CENTER","1981","HOMECREST AVENUE","BROOKLYN",11229,"718-645-7010","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",66.6667,41.6124,0,0,-73.9594888042622,40.601182083298
"162","B.Y. SARAH DABAH SCHOOL","B.Y. SARAH DABAH SCHOOL","2221","AVENUE R","BROOKLYN",11229,"718-375-7200","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-73.9500229716283,40.6069037139344
"163","B'  Above Worldwide Institute, Inc","B' ABOVE WORLDWIDE INSTITUTE, INC.","15-26","CENTRAL AVENUE","QUEENS",11691,"718-805-2252","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.7520174551957,40.6056471316242
"164","B' Above Worldwide Institute, Inc","B'  ABOVE WORLDWIDE INSTITUTE, INC.","1462","62 Street","BROOKLYN",11219,"718-288-9546","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9958743729369,40.624701314041
"165","B'ABOVE WORLD WIDE INSTITUTE INC.","B'ABOVE WORLDWIDE INSTITUTE / KRULA","799","KENT  AVENUE","BROOKLYN",11205,"718-805-2252","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",20,33.2035,1,0,-73.9595845285664,40.696990677589
"166","B'ABOVE WORLDWIDE INSTITUTE, INC","B'ABOVE WORLDWIDE INSTITUTE, INC","1536","62ND ST","BROOKLYN",11219,"718-288-9546","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.994449812756,40.624389702982
"167","B'ABOVE WORLDWIDE INSTITUTE, INC.","JAMAICA N.A.A.C.P.","189-26","LINDEN BLVD.","QUEENS",11412,"718-978-0400","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",57.1429,33.2035,0,0,-73.7612280591597,40.691640820213
"168","Baby Steps Day Care Center Inc","Baby Steps Day Care Center Inc","64-11","FLEET STREET","QUEENS",11374,"718-451-6094","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.8586929038278,40.7197066651356
"169","BABY STEPS DAYCARE CENTER II, LLC","BABY STEPS DAYCARE CENTER II, LLC","112-12","76 ROAD","QUEENS",11375,"347-960-8334","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.8341495006113,40.717445763904
"170","Baby Steps Daycare Center Inc","BABY STEPS DAY CARE CENTER INC","65-59","Alderton  Street","QUEENS",11374,"718-451-6094","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",66.6667,33.2035,0,0,-73.8589117446688,40.719692003051
"171","BABY'S OF AMERICA INC.","MY TREEHOUSE LIC","46-07","VERNON BOULEVARD","QUEENS",11101,"347-533-2521","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",57.1429,30.9077,0,0,-73.9523041086907,40.7465706738886
"172","BAIS BROCHO OF KARLIN STOLIN","BAIS BROCHO OF KARLIN STOLIN","1022","43 STREET","BROOKLYN",11219,"718-853-1222","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",66.6667,41.6124,0,0,-73.9946172374873,40.6419006192
"173","BAIS CHAYA ESTHER","BAIS CHAYA ESTHER","1020","56TH STREET","BROOKLYN",11219,"718-438-1722","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",100,41.6124,0,0,-74.0022851425973,40.634639472816
"174","BAIS ESTHER SCHOOL","TALMUD TORAH SANZ KLAUSENBURG","945","39 STREET","BROOKLYN",11219,"718-436-1234","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.9933839023766,40.6453828144753
"175","BAIS FRIEDA CHILD CARE CENTER INC.","BAIS FRIEDA CHILD CARE","1326","EAST 10TH STREET","BROOKLYN",11230,"718-975-2644","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.9648743716059,40.616747141542
"176","BAIS FRIMA CHINUCH CENTER","Bais Frima Chinuch Center","1377","42 STREET","BROOKLYN",11219,"718-972-7666","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.9859669196788,40.637908804257
"177","BAIS SHIFRA","BAIS SHIFRA","4420","15 AVENUE","BROOKLYN",11219,"718-431-2991","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.9857011280052,40.635089838533
"178","BAIS SHIFRA INC.","BAIS SHIFRA INC.","1327","38TH ST","BROOKLYN",11218,"718-431-2991","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",100,33.2035,0,0,-73.9846527050038,40.640760301425
"179","BAIS TZIPORAH INC.","BAIS TZIPORACH INC.","1449","39 STREET","BROOKLYN",11218,"718-436-8336","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.9825322751405,40.638820378248
"180","BAIS YAAKOV ACADEMY","BAIS YAAKOV ACADEMY PRESCHOOL","1213","ELM AVENUE","BROOKLYN",11230,"718-339-4747","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.9619005388996,40.617239785143
"181","BAIS YAAKOV ACADEMY OF QUEENS","BAIS YAAKOV ACADEMY FOR GIRLS","124-50","METROPOLITAN AVENUE","QUEENS",11415,"718-847-5352","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-73.8265704143227,40.70448300568
"182","BAIS YAAKOV D'CHASSIDEI GUR/UPK","BAIS YAAKOV D'CHASSIDEI GUR/UPK","1975","51 STREET","BROOKLYN",11204,"718-833-8560","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-73.9776287372493,40.624793363531
"183","BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM","BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM","1169","43RD STREET","BROOKLYN",11219,"718-435-5111","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.9915111007621,40.640307465203
"184","BAIS YAAKOV OF 18 AVENUE","BAIS YAAKOV OF 18 AVENUE","4419","18 AVENUE","BROOKLYN",11204,"718-663-6050","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",100,41.6124,0,0,-73.9775759264687,40.630152961477
"185","BAIS YAAKOV OF BENSONHURST","Cong. Bais Yaakov of Bensonhurst","3901","14 AVENUE","BROOKLYN",11218,"718-236-4100","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",100,41.6124,0,0,-73.9837827717918,40.638972862523
"186","BAIS YAKOV DKHAL ADAS YEREIM","BAIS YAKOV OF ADAS YEREIM","563","BEDFORD AVENUE","BROOKLYN",11211,"718-302-7500","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",66.6667,41.6124,0,0,-73.9607423967407,40.704373864648
"187","BAM BAM'S PLAYHOUSE, INC.","BAM BAM'S PLAYHOUSE","714","BANNER AVENUE","BROOKLYN",11235,"718-332-3974","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.960724178351,40.583081192971
"188","BAM BAM'S PLAYHOUSE,INC.","BAM BAM'S PLAYHOUSE INFANT/TODDLER","714","BANNER AVENUE","BROOKLYN",11235,"718-332-3974","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",37.5,30.9077,0,0,-73.960724178351,40.583081192971
"189","BAMBI CHILD CARE 2 INC.","BAMBI CHILD CARE (PRESCHOOL)","1218","PROSPECT AVENUE","BROOKLYN",11218,"718-499-2299","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",37.5,33.2035,0,0,-73.9763695276784,40.653234920537
"190","BAMBI DAY CARE CENTER INC","BAMBI DAY CARE CENTER INC.","138","HANCOCK STREET","BROOKLYN",11216,"718-230-3487","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",60,33.2035,0,0,-73.9503219548885,40.682365262976
"191","BAMBI DAY CARE, INC.","BAMBI DAY CARE, INC.","300","ROGERS AVENUE","BROOKLYN",11225,"718-771-1603","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9539643339883,40.666059793056
"192","BAMBI EARLY CHILDHOOD EDUCATIONAL CENTER","BAMBI DAY CARE II","2121","BRAGG STREET","BROOKLYN",11229,"718-648-3332","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",66.6667,41.6124,0,0,-73.9358525679055,40.600223417525
"193","BANK STREET COLLEGE FAMILY CENTER","BANK STREET COLLEGE FAMILY CENTER","610","WEST 112 STREET","MANHATTAN",10025,"212-875-4412","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.966468142486,40.805338254795
"194","BANK STREET COLLEGE OF EDUCATION","BANK STREET COLLEGE OF EDUCATION","535","EAST 5TH STREET","MANHATTAN",10009,"212-353-2532","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.9823743819389,40.724357255656
